accessionyear,technique,dateend,creditline,primaryimageurl,places/0/placeid,places/0/type,places/0/displayname,medium,url,id,title,division,datebegin,classification,images/0/baseimageurl,images/0/publiccaption,images/0/displayorder,images/0/idsid,images/0/copyright,images/0/renditionnumber,dimensions,culture,images/1/baseimageurl,images/1/publiccaption,images/1/displayorder,images/1/idsid,images/1/copyright,images/1/renditionnumber,images/2/baseimageurl,images/2/publiccaption,images/2/displayorder,images/2/idsid,images/2/copyright,images/2/renditionnumber,images/3/baseimageurl,images/3/publiccaption,images/3/displayorder,images/3/idsid,images/3/copyright,images/3/renditionnumber,images/4/baseimageurl,images/4/publiccaption,images/4/displayorder,images/4/idsid,images/4/copyright,images/4/renditionnumber,images/5/baseimageurl,images/5/publiccaption,images/5/displayorder,images/5/idsid,images/5/copyright,images/5/renditionnumber,images/6/baseimageurl,images/6/publiccaption,images/6/displayorder,images/6/idsid,images/6/copyright,images/6/renditionnumber,images/7/baseimageurl,images/7/publiccaption,images/7/displayorder,images/7/idsid,images/7/copyright,images/7/renditionnumber,images/8/baseimageurl,images/8/publiccaption,images/8/displayorder,images/8/idsid,images/8/copyright,images/8/renditionnumber,images/9/baseimageurl,images/9/publiccaption,images/9/displayorder,images/9/idsid,images/9/copyright,images/9/renditionnumber,places/1/placeid,places/1/type,places/1/displayname
1943,Inlaid,-1001,"Harvard Art Museums/Arthur M. Sackler Museum, Bequest of Grenville L. Winthrop",http://nrs.harvard.edu/urn-3:HUAM:VRS50280_dynmc,2028317,Creation Place,"East Asia, China",Bronze inlaid with turquoise,http://harvardartmuseums.org/collections/object/204597,204597,Dagger-Axe (Ge),Asian and Mediterranean Art,-1600,Weapons and Ammunition,http://nrs.harvard.edu/urn-3:HUAM:VRS50280_dynmc,,1,20682761,President and Fellows of Harvard College,50280,39 x 10 x 0.8 cm (15 3/8 x 3 15/16 x 5/16 in.),Chinese,http://nrs.harvard.edu/urn-3:huam:INV227844_dynmc,,2,23964557,,INV227844,http://nrs.harvard.edu/urn-3:huam:INV227845_dynmc,,3,23964558,,INV227845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,,-900,"Harvard Art Museums/Arthur M. Sackler Museum, Bequest of Grenville L. Winthrop",http://nrs.harvard.edu/urn-3:HUAM:51077_dynmc,2028317,Creation Place,"East Asia, China",Cast bronze,http://harvardartmuseums.org/collections/object/204624,204624,Cheekpieces for a Horse's Harness (One of Four),Asian and Mediterranean Art,-1099,Riding Equipment,http://nrs.harvard.edu/urn-3:HUAM:51077_dynmc,,1,17386414,President and Fellows of Harvard College,51077,H 2.8 x Diameter 9.6 cm (1 1/8 x 3 3/4 in.),Chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,Inlaid,-221,"Harvard Art Museums/Arthur M. Sackler Museum, Bequest of Grenville L. Winthrop",http://nrs.harvard.edu/urn-3:HUAM:DDC251223_dynmc,2035823,Creation Place,"East Asia, China, Henan province",Cast bronze with gold and silver inlay,http://harvardartmuseums.org/collections/object/204636,204636,Finial in the Form of an Animal Head (One of a Pair),Asian and Mediterranean Art,-475,Ritual Implements,http://nrs.harvard.edu/urn-3:HUAM:DDC251223_dynmc,,1,47345189,President and Fellows of Harvard College,DDC251223,H. 3.6 x W. 5.3 x L. 7.6 cm (1 7/16 x 2 1/16 x 3 in.),Chinese,http://nrs.harvard.edu/urn-3:HUAM:DDC251208_dynmc,,2,47345182,President and Fellows of Harvard College,DDC251208,http://nrs.harvard.edu/urn-3:HUAM:DDC251224_dynmc,,3,47345190,President and Fellows of Harvard College,DDC251224,http://nrs.harvard.edu/urn-3:HUAM:DDC251225_dynmc,,4,47345191,President and Fellows of Harvard College,DDC251225,http://nrs.harvard.edu/urn-3:HUAM:DDC251226_dynmc,,5,47345192,President and Fellows of Harvard College,DDC251226,http://nrs.harvard.edu/urn-3:HUAM:49758_dynmc,,6,43183316,President and Fellows of Harvard College,49758,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,Inlaid,-221,"Harvard Art Museums/Arthur M. Sackler Museum, Bequest of Grenville L. Winthrop",http://nrs.harvard.edu/urn-3:HUAM:DDC251220_dynmc,2035823,Creation Place,"East Asia, China, Henan province",Cast bronze with gold and silver inlay,http://harvardartmuseums.org/collections/object/204648,204648,Finial in the Form of an Animal Head (One of a Pair),Asian and Mediterranean Art,-475,Ritual Implements,http://nrs.harvard.edu/urn-3:HUAM:DDC251220_dynmc,,1,47345186,President and Fellows of Harvard College,DDC251220,H. 3.5 x W. 5.4 x L. 7.6 cm (1 3/8 x 2 1/8 x 3 in.),Chinese,http://nrs.harvard.edu/urn-3:HUAM:DDC251206_dynmc,,2,47345181,President and Fellows of Harvard College,DDC251206,http://nrs.harvard.edu/urn-3:HUAM:DDC251219_dynmc,,3,47345185,President and Fellows of Harvard College,DDC251219,http://nrs.harvard.edu/urn-3:HUAM:DDC251221_dynmc,,4,47345187,President and Fellows of Harvard College,DDC251221,http://nrs.harvard.edu/urn-3:HUAM:DDC251222_dynmc,,5,47345188,President and Fellows of Harvard College,DDC251222,http://nrs.harvard.edu/urn-3:HUAM:49758_dynmc,,6,43183316,President and Fellows of Harvard College,49758,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,Inlaid,-1001,"Harvard Art Museums/Arthur M. Sackler Museum, Bequest of Grenville L. Winthrop",http://nrs.harvard.edu/urn-3:HUAM:44469_dynmc,2028317,Creation Place,"East Asia, China",Bronze with turquoise inlay,http://harvardartmuseums.org/collections/object/204655,204655,Chariot Rein-Guide (?) with Ends Terminating in the Form of Animal Heads,Asian and Mediterranean Art,-1600,Riding Equipment,http://nrs.harvard.edu/urn-3:HUAM:44469_dynmc,,1,43182644,President and Fellows of Harvard College,44469,8.1 x 41.7 x 3.1 cm (3 3/16 x 16 7/16 x 1 1/4 in.),Chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,,220,"Harvard Art Museums/Arthur M. Sackler Museum, Bequest of Grenville L. Winthrop",http://nrs.harvard.edu/urn-3:HUAM:VRS49241_dynmc,2028317,Creation Place,"East Asia, China","Bronze with gold and silver inlay and with inset pieces of jade, glass, and semi-precious stone",http://harvardartmuseums.org/collections/object/204662,204662,"Belt Hook with Animal Head and with Jade, Gold, Silver, and Glass Decoration",Asian and Mediterranean Art,-206,Jewelry,http://nrs.harvard.edu/urn-3:HUAM:VRS49241_dynmc,,1,20682424,President and Fellows of Harvard College,49241,8.4 x 5 cm (3 5/16 x 1 15/16 in.),Chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,,1900,"Harvard Art Museums/Arthur M. Sackler Museum, Gift of Ernest B. and Helen Pratt Dane",http://nrs.harvard.edu/urn-3:HUAM:CARP09313_dynmc,2028317,Creation Place,"East Asia, China",Bronze and rock crystal; the stone of Chinese or American origin,http://harvardartmuseums.org/collections/object/205432,205432,Wave-Form Stand Supporting Three Crystal Balls,Asian and Mediterranean Art,1800,Sculpture,http://nrs.harvard.edu/urn-3:HUAM:CARP09313_dynmc,,1,18723139,President and Fellows of Harvard College,CARP09313,,Japanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930,,907,"Harvard Art Museums/Arthur M. Sackler Museum, Gift of Charles Bain Hoyt",http://nrs.harvard.edu/urn-3:HUAM:CARP03875_dynmc,2028317,Creation Place,"East Asia, China",Bronze,http://harvardartmuseums.org/collections/object/206505,206505,Long-Handled Censer with Lobed Container,Asian and Mediterranean Art,618,Vessels,http://nrs.harvard.edu/urn-3:HUAM:CARP03875_dynmc,,1,18731444,President and Fellows of Harvard College,CARP03875,H. 11.7 x L. 36.6 cm (4 5/8 x 14 7/16 in.),Chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919,,200,"Harvard Art Museums/Arthur M. Sackler Museum, Bequest of Hervey E. Wetzel",http://nrs.harvard.edu/urn-3:HUAM:CARP03878_dynmc,2028317,Creation Place,"East Asia, China",Cast bronze,http://harvardartmuseums.org/collections/object/209701,209701,'Boshan lu' Censer Cover with Scenes of Humans and Animals in a Mountainous Landscape,Asian and Mediterranean Art,1,Vessels,http://nrs.harvard.edu/urn-3:HUAM:CARP03878_dynmc,,1,18731447,President and Fellows of Harvard College,CARP03878,H. 7.5 x Diam. 9.2 cm (2 15/16 x 3 5/8 in.),Chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,,-1200,"Harvard Art Museums/Arthur M. Sackler Museum, Bequest of Grenville L. Winthrop",http://nrs.harvard.edu/urn-3:HUAM:51090_dynmc,2028317,Creation Place,"East Asia, China",Cast bronze with pale green patina,http://harvardartmuseums.org/collections/object/303630,303630,'Guang' Covered Ritual Wine Vessel with Tiger and Owl Decor,Asian and Mediterranean Art,-1299,Vessels,http://nrs.harvard.edu/urn-3:HUAM:51090_dynmc,,1,17386421,President and Fellows of Harvard College,51090,"H. 25.0 x W. 31.5 x D. 10.6 cm (9 13/16 x 12 3/8 x 4 3/16 in.)
Weight 1020.58 g",Chinese,http://nrs.harvard.edu/urn-3:HUAM:30076_dynmc,,2,43182097,President and Fellows of Harvard College,30076,http://nrs.harvard.edu/urn-3:HUAM:48910_dynmc,,3,43183156,President and Fellows of Harvard College,48910,http://nrs.harvard.edu/urn-3:HUAM:48911_dynmc,,4,43183157,President and Fellows of Harvard College,48911,http://nrs.harvard.edu/urn-3:HUAM:51089_dynmc,,5,17386420,President and Fellows of Harvard College,51089,http://nrs.harvard.edu/urn-3:HUAM:51091_dynmc,,6,17386422,President and Fellows of Harvard College,51091,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,,799,"Harvard Art Museums/Arthur M. Sackler Museum, Partial gift of Walter C. Sedgwick and partial purchase through the David Berg, Esq., Bequest Fund",http://nrs.harvard.edu/urn-3:HUAM:INV143669_dynmc,2028317,Creation Place,"East Asia, China",Hammered and turned Bronze,http://harvardartmuseums.org/collections/object/317268,317268,Long-Stemmed Cup with Flaring Lip,Asian and Mediterranean Art,700,Vessels,http://nrs.harvard.edu/urn-3:HUAM:INV143669_dynmc,,1,20307412,President and Fellows of Harvard College,INV143669,H. 27.1 x Diam. 16.5 cm (10 11/16 x 6 1/2 in.),Chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984,,800,"Harvard Art Museums/Arthur M. Sackler Museum, Gift of Margot Warner",http://nrs.harvard.edu/urn-3:HUAM:CARP09278_dynmc,2028317,Creation Place,"East Asia, China",Cast bronze,http://harvardartmuseums.org/collections/object/201066,201066,"Fragment of an Eight-Lobed Mirror with Relief Decoration of Two Phoenixes, a Qilin, and a Mythical Animal (one of four pieces that form an incomplete mirror)",Asian and Mediterranean Art,700,Mirrors,http://nrs.harvard.edu/urn-3:HUAM:CARP09278_dynmc,,1,18723104,President and Fellows of Harvard College,CARP09278,L. 25.7 cm (10 1/8 in.),Chinese,http://nrs.harvard.edu/urn-3:HUAM:CARP09279_dynmc,1984.216.A-D fragments assembled to form incomplete mirror,2,18723105,President and Fellows of Harvard College,CARP09279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,,1799,"Harvard Art Museums/Arthur M. Sackler Museum, Gift of Mrs. Paul Bernat",http://nrs.harvard.edu/urn-3:HUAM:VRS12729_dynmc,2028317,Creation Place,"East Asia, China",Gilt bronze and bronze with traces of blue pigment,http://harvardartmuseums.org/collections/object/201681,201681,Buddhist Altar Implement Representing One of the Eight Buddhist Treasures: Canopy on a Lotus Base,Asian and Mediterranean Art,1700,Ritual Implements,http://nrs.harvard.edu/urn-3:HUAM:VRS12729_dynmc,1991.96 (left) and 1991.97 (right),1,20863354,President and Fellows of Harvard College,12729,H. 17.7 x Diam. 7 cm (6 15/16 x 2 3/4 in.),Chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981,,-975,"Harvard Art Museums/Arthur M. Sackler Museum, Gift of Mrs. Edward A. Kracke, Jr. in memory of her husband, Edward A. Kracke",http://nrs.harvard.edu/urn-3:HUAM:VRS16560_dynmc,2028317,Creation Place,"East Asia, China",Cast bronze,http://harvardartmuseums.org/collections/object/201686,201686,Ritual Wine Vessel (Zhi) with Abstract Decor,Asian and Mediterranean Art,-1050,Vessels,http://nrs.harvard.edu/urn-3:HUAM:VRS16560_dynmc,,1,20671449,President and Fellows of Harvard College,16560,H. 16.6 cm (6 9/16 in.),Chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,,0,"Harvard Art Museums/Arthur M. Sackler Museum, Ernest B. and Helen Pratt Dane Fund for the Acquisition of Oriental Art",http://nrs.harvard.edu/urn-3:HUAM:VRS16116_dynmc,2028317,Creation Place,"East Asia, China",Bronze,http://harvardartmuseums.org/collections/object/201934,201934,Ordos Knife,Asian and Mediterranean Art,0,Weapons and Ammunition,http://nrs.harvard.edu/urn-3:HUAM:VRS16116_dynmc,,1,20671186,President and Fellows of Harvard College,16116,26.67 cm (10 1/2 in.),Chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965,,220,"Harvard Art Museums/Arthur M. Sackler Museum, Bequest of Meta and Paul J. Sachs",http://nrs.harvard.edu/urn-3:HUAM:DDC100034_dynmc,2028317,Creation Place,"East Asia, China",Cast bronze,http://harvardartmuseums.org/collections/object/202122,202122,Weight in the Form of Three Winged Felines atop a Conical Mountain,Asian and Mediterranean Art,-206,Tools and Equipment,http://nrs.harvard.edu/urn-3:HUAM:DDC100034_dynmc,,1,18737578,President and Fellows of Harvard College,DDC100034,5.7 x 7.1 cm (2 1/4 x 2 13/16 in.),Chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,,-500,"Harvard Art Museums/Arthur M. Sackler Museum, Anonymous gift",http://nrs.harvard.edu/urn-3:HUAM:VRS80258_dynmc,2028317,Creation Place,"East Asia, China",Cast bronze with pale green patina,http://harvardartmuseums.org/collections/object/203531,203531,Ritual Food Vessel (Gui) with Square Base and Elaborate Handles and with Taotie Decoration,Asian and Mediterranean Art,-699,Vessels,http://nrs.harvard.edu/urn-3:HUAM:VRS80258_dynmc,,1,20684522,President and Fellows of Harvard College,80258,20 x 39.5 x 22.8 cm (7 7/8 x 15 9/16 x 9 in.),Chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,,1925,"Harvard Art Museums/Arthur M. Sackler Museum, Bequest of Grenville L. Winthrop",http://nrs.harvard.edu/urn-3:HUAM:VRS39614_dynmc,2028317,Creation Place,"East Asia, China",Gilt bronze,http://harvardartmuseums.org/collections/object/203783,203783,Tang-Style Striding Dragon,Asian and Mediterranean Art,1875,Sculpture,http://nrs.harvard.edu/urn-3:HUAM:VRS39614_dynmc,,1,20678845,President and Fellows of Harvard College,39614,16.9 x 40.2 x 7 cm (6 5/8 x 15 13/16 x 2 3/4 in.),Chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,,-975,"Harvard Art Museums/Arthur M. Sackler Museum, Anonymous gift",http://nrs.harvard.edu/urn-3:HUAM:51128_dynmc,2028317,Creation Place,"East Asia, China",Cast bronze with gray-green patina; with dedicatory inscription cast on vessel floor,http://harvardartmuseums.org/collections/object/203788,203788,"'Gui' Ritual Food Vessel with Attached Stand, Bovine-Head Handles, and with Confronting-Dragon Decor",Asian and Mediterranean Art,-1050,Vessels,http://nrs.harvard.edu/urn-3:HUAM:51128_dynmc,,1,17386437,President and Fellows of Harvard College,51128,H. 25.4 x W. 30.6 x D. 21.3 cm (10 x 12 1/16 x 8 3/8 in.),Chinese,http://nrs.harvard.edu/urn-3:HUAM:DDC251154_dynmc,,2,46711541,President and Fellows of Harvard College,DDC251154,http://nrs.harvard.edu/urn-3:HUAM:DDC251677_dynmc,detail,3,47473888,President and Fellows of Harvard College,DDC251677,http://nrs.harvard.edu/urn-3:HUAM:51129_dynmc,,4,17386438,President and Fellows of Harvard College,51129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,,-975,"Harvard Art Museums/Arthur M. Sackler Museum, Anonymous gift",http://nrs.harvard.edu/urn-3:HUAM:51130_dynmc,2028317,Creation Place,"East Asia, China",Cast bronze; with dedicatory inscription cast on vessel floor,http://harvardartmuseums.org/collections/object/203947,203947,"'Gui' Ritual Food Vessel with Attached Stand, Bovine-Head Handles, and 'Taotie' Decor",Asian and Mediterranean Art,-1050,Vessels,http://nrs.harvard.edu/urn-3:HUAM:51130_dynmc,,1,17386439,President and Fellows of Harvard College,51130,H. to top of handle 27.5 cm x W. across handles 33.5 cm x D. 21.9 cm (10 13/16 x 13 3/16 x 8 5/8 in.),Chinese,http://nrs.harvard.edu/urn-3:HUAM:51131_dynmc,,2,17386440,President and Fellows of Harvard College,51131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,,800,"Harvard Art Museums/Arthur M. Sackler Museum, Bequest of Grenville L. Winthrop",http://nrs.harvard.edu/urn-3:HUAM:21094_dynmc,2028317,Creation Place,"East Asia, China",Cast bronze,http://harvardartmuseums.org/collections/object/203980,203980,"Circular Mirror with Relief Decoration of Lions, Birds, and Other Animals against a Fruiting Grapevine Arabesque",Asian and Mediterranean Art,675,Mirrors,http://nrs.harvard.edu/urn-3:HUAM:21094_dynmc,,1,17325118,President and Fellows of Harvard College,21094,Diam. 27.8 cm (10 15/16 in.),Chinese,http://nrs.harvard.edu/urn-3:HUAM:48845_dynmc,,2,43183134,President and Fellows of Harvard College,48845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,,-900,"Harvard Art Museums/Arthur M. Sackler Museum, Bequest of Grenville L. Winthrop",http://nrs.harvard.edu/urn-3:HUAM:51314_dynmc,2028317,Creation Place,"East Asia, China",Cast bronze with green patina; with an inscription on the interior,http://harvardartmuseums.org/collections/object/203985,203985,Ritual Food Vessel (Fang ding) with 'Taotie' Decor,Asian and Mediterranean Art,-1099,Vessels,http://nrs.harvard.edu/urn-3:HUAM:51314_dynmc,,1,17386607,President and Fellows of Harvard College,51314,27 x 22.2 x 17.6 cm (10 5/8 x 8 3/4 x 6 15/16 in.),Chinese,http://nrs.harvard.edu/urn-3:HUAM:48893_dynmc,,2,43183153,President and Fellows of Harvard College,48893,http://nrs.harvard.edu/urn-3:HUAM:48896_dynmc,"detail, rubbing of inscription",3,43183154,President and Fellows of Harvard College,48896,http://nrs.harvard.edu/urn-3:HUAM:51315_dynmc,detail of inscription,4,17386608,President and Fellows of Harvard College,51315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,,-221,"Harvard Art Museums/Arthur M. Sackler Museum, Bequest of Grenville L. Winthrop",http://nrs.harvard.edu/urn-3:HUAM:51994_dynmc,2028317,Creation Place,"East Asia, China",Cast bronze with greenish patina,http://harvardartmuseums.org/collections/object/203992,203992,Ritual Bell (Bo zhong) with Stylized Dragon and 'Taotie' Decor and with Handle in the Form of Confronting Dragons,Asian and Mediterranean Art,-475,Ritual Implements,http://nrs.harvard.edu/urn-3:HUAM:51994_dynmc,,1,17388000,President and Fellows of Harvard College,51994,"66 x 45 x 40 cm (26 x 17 11/16 x 15 3/4 in.)
108 lb.",Chinese,http://nrs.harvard.edu/urn-3:HUAM:48857_dynmc,"detail of side A, 3/4 from left",2,43183139,President and Fellows of Harvard College,48857,http://nrs.harvard.edu/urn-3:HUAM:48859_dynmc,,3,43183140,President and Fellows of Harvard College,48859,http://nrs.harvard.edu/urn-3:HUAM:51995_dynmc,,4,17388001,President and Fellows of Harvard College,51995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,,-221,"Harvard Art Museums/Arthur M. Sackler Museum, Bequest of Grenville L. Winthrop",http://nrs.harvard.edu/urn-3:HUAM:DDC111100_dynmc,2028317,Creation Place,"East Asia, China","Cast bronze inset with silver bosses, some bosses covered with gold",http://harvardartmuseums.org/collections/object/204089,204089,Circular Double-Tier Mirror with Openwork Decoration of Six Intertwined Dragons,Asian and Mediterranean Art,-475,Mirrors,http://nrs.harvard.edu/urn-3:HUAM:DDC111100_dynmc,,1,18189184,President and Fellows of Harvard College,DDC111100,"Diam. 22.6 cm (8 7/8 in.)
Weight: 1077 g",Chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,,800,"Harvard Art Museums/Arthur M. Sackler Museum, Bequest of Grenville L. Winthrop",http://nrs.harvard.edu/urn-3:HUAM:21093_dynmc,2028317,Creation Place,"East Asia, China",Cast bronze,http://harvardartmuseums.org/collections/object/204091,204091,Large Eight-Lobed Mirror with Relief Decoration of Two Blossoming Branches and Two Fruiting Grape Branches,Asian and Mediterranean Art,700,Mirrors,http://nrs.harvard.edu/urn-3:HUAM:21093_dynmc,,1,17325117,President and Fellows of Harvard College,21093,Diam. 27.6 cm (10 7/8 in.),Chinese,http://nrs.harvard.edu/urn-3:HUAM:48841_dynmc,,2,43183132,President and Fellows of Harvard College,48841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,Inlaid,-221,"Harvard Art Museums/Arthur M. Sackler Museum, Bequest of Grenville L. Winthrop",http://nrs.harvard.edu/urn-3:HUAM:21344_dynmc,2028317,Creation Place,"East Asia, China",Cast bronze with gold and turquoise inlay,http://harvardartmuseums.org/collections/object/204130,204130,Covered Decagonal 'Hu' Wine Vessel with Bird Decor and with Two 'Taotie'-Mask Ring Handles,Asian and Mediterranean Art,-475,Vessels,http://nrs.harvard.edu/urn-3:HUAM:21344_dynmc,,1,17328909,President and Fellows of Harvard College,21344,H. 30.3 x W. 22.6 x Diam. 20.8 cm (11 15/16 x 8 7/8 x 8 3/16 in.),Chinese,http://nrs.harvard.edu/urn-3:HUAM:DDC251375_dynmc,,2,46594018,President and Fellows of Harvard College,DDC251375,http://nrs.harvard.edu/urn-3:HUAM:DDC251396_dynmc,,3,46594022,President and Fellows of Harvard College,DDC251396,http://nrs.harvard.edu/urn-3:HUAM:DDC251397_dynmc,,4,46594023,President and Fellows of Harvard College,DDC251397,http://nrs.harvard.edu/urn-3:HUAM:DDC251398_dynmc,,5,46594024,President and Fellows of Harvard College,DDC251398,http://nrs.harvard.edu/urn-3:HUAM:48945_dynmc,,6,43183170,President and Fellows of Harvard College,48945,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,,-221,"Harvard Art Museums/Arthur M. Sackler Museum, Bequest of Grenville L. Winthrop",http://nrs.harvard.edu/urn-3:HUAM:11639_dynmc,2028317,Creation Place,"East Asia, China",Cast bronze,http://harvardartmuseums.org/collections/object/204243,204243,Square Mirror with Decoration of Linked Lozenges against a Patterned Ground,Asian and Mediterranean Art,-475,Mirrors,http://nrs.harvard.edu/urn-3:HUAM:11639_dynmc,,1,43181378,President and Fellows of Harvard College,11639,"H. 12 x W. 12 cm (4 3/4 x 4 3/4 in.)
Weight 264 g",Chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,,-175,"Harvard Art Museums/Arthur M. Sackler Museum, Bequest of Grenville L. Winthrop",http://nrs.harvard.edu/urn-3:HUAM:VRS48829_dynmc,2028317,Creation Place,"East Asia, China",Cast bronze,http://harvardartmuseums.org/collections/object/204274,204274,Circular Mirror with Relief Decoration of Stylized Dragons and Continuous Arcs against a Ground of Volutes,Asian and Mediterranean Art,-300,Mirrors,http://nrs.harvard.edu/urn-3:HUAM:VRS48829_dynmc,,1,20682310,President and Fellows of Harvard College,48829,"Diam. 24.6 cm (9 11/16 in.)
Weight: 840 g",Chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,Inlaid,-1001,"Harvard Art Museums/Arthur M. Sackler Museum, Bequest of Grenville L. Winthrop",http://nrs.harvard.edu/urn-3:HUAM:51164_dynmc,2028317,Creation Place,"East Asia, China",Bronze with turquoise inlay,http://harvardartmuseums.org/collections/object/204279,204279,Chariot Rein-Guide (?) with Decoration of Two Semi-Human Figures and with Ends Terminating in Round Bells,Asian and Mediterranean Art,-1600,Riding Equipment,http://nrs.harvard.edu/urn-3:HUAM:51164_dynmc,,1,17386471,President and Fellows of Harvard College,51164,6.4 x 40.5 x 4.4 cm (2 1/2 x 15 15/16 x 1 3/4 in.),Chinese,http://nrs.harvard.edu/urn-3:HUAM:44468_dynmc,,2,43182643,President and Fellows of Harvard College,44468,http://nrs.harvard.edu/urn-3:HUAM:51171_dynmc,,3,17386476,President and Fellows of Harvard College,51171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,,220,"Harvard Art Museums/Arthur M. Sackler Museum, Bequest of Grenville L. Winthrop",http://nrs.harvard.edu/urn-3:HUAM:DDC111115_dynmc,2028317,Creation Place,"East Asia, China",Cast bronze with engraved designs and inscription,http://harvardartmuseums.org/collections/object/204281,204281,Tally in the Form of a Recumbent Tiger (One of a Pair),Asian and Mediterranean Art,25,Tools and Equipment,http://nrs.harvard.edu/urn-3:HUAM:DDC111115_dynmc,,1,18189188,President and Fellows of Harvard College,DDC111115,H. 4.7 x L. 9.5 x W. 2.4 cm (1 7/8 x 3 3/4 x 15/16 in.),Chinese,http://nrs.harvard.edu/urn-3:HUAM:44517_dynmc,,2,43182669,President and Fellows of Harvard College,44517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,Inlaid,-221,"Harvard Art Museums/Arthur M. Sackler Museum, Bequest of Grenville L. Winthrop",http://nrs.harvard.edu/urn-3:HUAM:71079_dynmc,2035823,Creation Place,"East Asia, China, Henan province",Cast bronze with silver inlay,http://harvardartmuseums.org/collections/object/204298,204298,"Baluster-Shaped, Faceted Chariot Pole End-Cap (One of a Pair)",Asian and Mediterranean Art,-475,Riding Equipment,http://nrs.harvard.edu/urn-3:HUAM:71079_dynmc,,1,17804552,President and Fellows of Harvard College,71079,14.1 x 3.6 cm (5 9/16 x 1 7/16 in.),Chinese,http://nrs.harvard.edu/urn-3:HUAM:44465_dynmc,,2,43182640,President and Fellows of Harvard College,44465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,,-221,"Harvard Art Museums/Arthur M. Sackler Museum, Bequest of Grenville L. Winthrop",http://nrs.harvard.edu/urn-3:HUAM:VRS11641_dynmc,2028317,Creation Place,"East Asia, China",Cast bronze,http://harvardartmuseums.org/collections/object/204306,204306,"Small Circular Mirror with Decoration of Six ""Shan"" Ideographs Forming an Assymetrical Star against a Patterned Ground",Asian and Mediterranean Art,-475,Mirrors,http://nrs.harvard.edu/urn-3:HUAM:VRS11641_dynmc,,1,20669116,President and Fellows of Harvard College,11641,"Diam. 11.8 cm (4 5/8 in.)
Weight 224 g",Chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
